汉字,漢越語,IPA
衡,Hành,ha:ɲ2
褧,Quýnh,kwiɲ5
褰,Khiên,xien1
褱,Hoài,hwa:j2
褶,Triệp,tʂiep8
褶,Tập,tɤp8
褶,Điệp,diep8
褸,Lũ,lu4
襀,Tích,tiʧ7
覦,Du,zu1
親,Thân,t'ɤn1
親,Thấn,t'ɤn5
觱,Tất,tɤt7
諜,Điệp,diep8
諞,Biển,bien3
諟,Thị,t'i6
諠,Huyên,hwien1
諡,Thụy,t'wi6
諢,Ngộn,ŋon6
諤,Ngạc,ŋa:k8
諦,Đế,de5
諧,Hài,ha:j2
諫,Gián,ʑa:n5
諭,Dụ,zu6
諮,Ti,ti1
諱,Húy,hwi5
諳,Am,a:m1
諶,Kham,xa:m1
諷,Phúng,fuŋ5
諺,Ngạn,ŋa:n6
諼,Huyên,hwien1
謀,Mưu,mɯw1
謁,Yết,iet7
謂,Vị,vi6
謎,Mê,me1
謏,Tiểu,tiew3
謔,Hước,hɯɤk7
賮,Tẫn,tɤn4
賴,Lại,la:j6
賵,Phúng,fuŋ5
赬,Xanh,sa:ɲ1
踰,Du,zu1
踱,Đạc,da:k8
踵,Chủng,tʂuŋ3
踶,Đệ,de6
踹,Đoán,dwa:n5
踹,Sủy,ʂwi3
踽,Củ,ku3
蹀,Điệp,diep8
蹁,Biên,bien1
蹂,Nhu,ɲu1
蹂,Nhựu,ɲɯw6
蹄,Đề,de2
蹉,Tha,t'a:1
輭,Nhuyễn,ɲwien4
輮,Nhụ,ɲu6
輯,Tập,tɤp8
輳,Thấu,t'ɤw5
輶,Du,zu1
輸,Thu,t'u1
輹,Phúc,fuk7
輻,Phúc,fuk7
辥,Tiết,tiet7
辦,Biện,bien6
辨,Biện,bien6
遽,Cự,kɯ6
避,Tị,ti6
邀,Yêu,iew1
邂,Giải,ʑa:j3
還,Hoàn,hwa:n2
還,Toàn,twa:n2
邅,Chiên,tʂien1
鄹,Châu,tʂɤw1
鄺,Quảng,kwa:ŋ3
醍,Đề,de2
醍,Thể,t'e3
醐,Hồ,ho2
醑,Tữ,tɯ4
醒,Tỉnh,tiɲ3
醜,Sửu,ʂɯw3
醜,Xú,su5
醝,Ta,ta:1
鋸,Cứ,kɯ5
鋼,Cương,kɯɤŋ1
錄,Lục,luk8
錐,Trùy,tʂwi2
錔,Thạp,t'a:p8
錘,Chùy,tʂwi2
錙,Truy,tʂwi1
錚,Tranh,tʂa:ɲ1
錞,Thuần,t'wɤn2
錞,Đối,doj5
錠,Đĩnh,diɲ4
錡,Ki,ki1
錡,Kĩ,ki4
錢,Tiền,tien2
錢,Tiễn,tien4
錦,Cẩm,kɤm3
錧,Quản,kwa:n3
錫,Tích,tiʧ7
錮,Cố,ko5
錯,Thố,t'o5
錯,Thác,t'a:k7
鍋,Oa,wa:1
鍵,Kiện,kien6
閶,Xương,sɯɤŋ1
閹,Yêm,iem1
閻,Diêm,ziem1
閼,Yên,ien1
閼,Át,a:t7
閽,Hôn,hon1
閾,Vực,vɯk8
闍,Đồ,do2
闍,Xà,sa:2
隰,Thấp,t'ɤp7
隱,Ẩn,ɤn3
隱,Ấn,ɤn5
隷,Lệ,le6
雕,Điêu,diew1
霍,Hoắc,hwak7
霎,Siếp,ʂiep7
霏,Phi,fi1
霑,Triêm,tʂiem1
霓,Nghê,ŋe1
霖,Lâm,lɤm1
霙,Anh,a:ɲ1
靜,Tĩnh,tiɲ4
靦,Điến,dien5
鞔,Man,ma:n1
鞘,Sao,ʂa:w1
頤,Di,zi1
頭,Đầu,dɤw2
頮,Hối,hoj5
頰,Giáp,ʑa:p7
頷,Hạm,ha:m6
頸,Cảnh,ka:ɲ3
頹,Đồi,doj2
頻,Tần,tɤn2
餐,Xan,sa:n1
餚,Hào,ha:w2
餛,Hồn,hon2
餞,Tiễn,tien4
餧,Ủy,wi3
餧,Nỗi,noj4
館,Quán,kwa:n5
駡,Mạ,ma:6
駢,Biền,bien2
駭,Hãi,ha:j4
駮,Bác,ba:k7
駱,Lạc,la:k8
骽,Thối,t'oj5
骾,Ngạnh,ŋa:ɲ6
髭,Tì,ti2
髻,Kế,ke5
魈,Tiêu,tiew1
鮀,Đà,da:2
鮎,Niêm,niem1
鮑,Bảo,ba:w3
鮒,Phụ,fu6
鮓,Trả,tʂa3
鴒,Linh,liɲ1
鴛,Uyên,wien1
鴝,Cù,ku2
鴞,Hào,ha:w2
鴟,Si,ʂi1
鴣,Cô,ko1
鴦,Ương,ɯɤŋ1
鴨,Áp,a:p7
麅,Bào,ba:w2
麇,Quân,kwɤn1
麈,Chủ,tʂu3
黔,Kiềm,kiem2
默,Mặc,mak8
龍,Long,lɔŋ1
償,Thường,t'ɯɤŋ2
儡,Lỗi,loj4
儤,Bạo,ba:w6
儩,Tứ,tɯ5
優,Ưu,ɯw1
儲,Trữ,tʂɯ4
匵,Độc,dok8
嚀,Ninh,niɲ1
嚅,Nhu,ɲu1
嚇,Hách,ha:ʧ7
嚌,Tễ,te4
嚏,Đế,de5
嚮,Hưởng,hɯɤŋ3
嚮,Hướng,hɯɤŋ5
壎,Huân,hwɤn1
壑,Hác,ha:k7
壓,Áp,a:p7
壔,Đảo,da:w3
壕,Hào,ha:w2
壙,Khoáng,xwa:ŋ5
嬪,Tần,tɤn2
嬭,Nãi,na:j4
嬭,Nễ,ne4
嬰,Anh,a:ɲ1
嬲,Niễu,niew4
孺,Nhụ,ɲu6
尷,Giam,ʑa:m1
屨,Lũ,lu4
嶷,Nghi,ŋi1
嶷,Ngực,ŋɯk8
嶸,Vanh,va:ɲ1
嶺,Lĩnh,liɲ4
嶽,Nhạc,ɲa:k8
幫,Bang,ba:ŋ1
幬,Đào,da:w2
幬,Trù,tʂu2
彌,Di,zi1
彍,Khoắc,xwak7
徽,Huy,hwi1
懃,Cần,kɤn2
懇,Khẩn,xɤn3
應,Ưng,ɯŋ1
應,Ứng,ɯŋ5
懋,Mậu,mɤw6
懥,Chí,tʂi5
懦,Nọa,nwa:6
戲,Hí,hi1
戴,Đái,da:j5
擊,Kích,kiʧ7
擘,Phách,fa:ʧ7
擠,Tễ,te4
擡,Đài,da:j2
擢,Trạc,tʂa:k8
擣,Đảo,da:w3
擩,Nhũ,ɲu4
擬,Nghĩ,ŋi4
擯,Bấn,bɤn5
擲,Trịch,tʂiʧ8
擴,Khoáng,xwa:ŋ5
擿,Trích,tʂiʧ7
斁,Dịch,ziʧ8
斁,Đố,do5
斂,Liễm,liem4
斂,Liệm,liem6
斃,Tễ,te4
曖,Ái,a:j5
曙,Thự,t'ɯ6
曚,Mông,moŋ1
朦,Mông,moŋ1
檀,Đàn,da:n2
檄,Hịch,hiʧ8
檉,Sanh,ʂa:ɲ1
檐,Diêm,ziem1
檐,Thiềm,t'iem2
檔,Đáng,da:ŋ5
檜,Cối,kok7
檟,Giả,ʑa:3
檢,Kiểm,kiem3
檣,Tường,tɯɤŋ2
檥,Nghĩ,ŋi4
檬,Mông,moŋ1
櫛,Trất,tʂɤt7
歗,Khiếu,xiew5
歟,Dư,zɯ1
殭,Cương,kɯɤŋ1
殮,Liễm,liem4
氈,Chiên,tʂien1
澀,Sáp,ʂa:p7
濕,Thấp,t'ɤp7
濘,Nính,niɲ5
濞,Tị,ti6
濟,Tể,te3
濟,Tế,te5
濠,Hào,ha:w2
濡,Nhu,ɲu1
濤,Đào,da:w2
濫,Lạm,la:m6
濬,Tuấn,twɤn5
濮,Bộc,bok8
濯,Trạc,tʂa:k8
濰,Duy,zwi1
濱,Tân,tɤn1
瀇,Oảng,wa:ŋ3
瀡,Tủy,twi3
燥,Táo,ta:w5
燦,Xán,sa:n5
燬,Hủy,hwi3
燭,Chúc,tʂuk7
燮,Tiếp,tiep7
爵,Tước,tɯɤk7
牆,Tường,tɯɤŋ2
獮,Tiển,tien3
獯,Huân,hwɤn1
獰,Nanh,na:ɲ1
獷,Quánh,kwa:ɲ5
璐,Lộ,lo6
璨,Xán,sa:n5
璩,Cừ,kɯ2
璪,Tảo,ta:w3
璫,Đang,da:ŋ1
環,Hoàn,hwa:n2
璵,Dư,zɯ1
甓,Bích,biʧ7
甕,Úng,uŋ5
疄,Lân,lɤn1
療,Liệu,liew6
癆,Lao,la:w1
癉,Đan,da:n1
癉,Đản,da:n3
癘,Lệ,le6
皤,Bà,ba:2
盩,Chu,tʂu1
盪,Đãng,da:ŋ4
瞩,Chúc,tʂuk7
瞪,Trừng,tʂɯŋ2
瞬,Thuấn,t'wɤn5
瞭,Liệu,liew6
瞲,Huyết,hwiet7
瞳,Đồng,doŋ2
瞶,Quý,kwi5
矯,Kiểu,kiew3
矰,Tăng,taŋ1
磯,Ki,ki1
磴,Đặng,daŋ6
磷,Lân,lɤn1
磷,Lấn,lɤn5
磻,Bàn,ba:n2
磽,Khao,xa:w1
禦,Ngự,ŋɯ6
禮,Lễ,le4
穗,Tuệ,twe6
窾,Khoản,xwa:n3
竁,Xuế,swe5
篲,Tuệ,twe6
篼,Đâu,dɤw1
篾,Miệt,miet8
簀,Trách,tʂa:ʧ7
簇,Thốc,t'ot7
簋,Quỹ,kwi4
簍,Lâu,lɤw1
簍,Lũ,lu4
簏,Lộc,lok8
簧,Hoàng,hwan:ŋ2
糜,Mi,mi1
糝,Tảm,ta:m3
糞,Phẩn,fɤn3
糟,Tao,ta:w1
糠,Khang,xa:ŋ1
縮,Súc,ʂuk7
縰,Sỉ,ʂi3
縱,Tung,tuŋ1
縱,Túng,tuŋ5
縲,Luy,lwi1
縴,Khiên,xien1
縵,Mạn,ma:n6
縶,Trập,tʂɤp8
縷,Lũ,lu4
縹,Phiếu,fiew5
縻,Mi,mi1
總,Tổng,toŋ3
績,Tích,tiʧ7
縿,Sam,ʂa:m1
繁,Phồn,fon2
繁,Bàn,ba:n2
繃,Banh,ba:ɲ1
繄,Ê,e1
繅,Sào,ʂa:w2
繅,Tảo,ta:w3
繆,Mâu,mɤw1
繆,Mậu,mɤw6
繆,Mục,muk8
繇,Diêu,ziew1
繇,Do,zɔ1
繇,Chựu,tʂɯw6
繈,Cưỡng,kɯɤŋ4
罄,Khánh,xa:ɲ5
罅,Há,ha:5
罽,Kế,ke5
罾,Tăng,taŋ1
罿,Đồng,doŋ2
翳,Ế,e5
翶,Cao,ka:w1
翼,Dực,zɯk8
聯,Liên,lien1
聰,Thông,t'oŋ1
聲,Thanh,t'a:ɲ1
聳,Tủng,tuŋ3
膺,Ưng,ɯŋ1
膽,Đảm,da:m3
膾,uái (Khoá,kwa:j5
膿,Nùng,nuŋ2
臀,Đồn,don2
臂,Tí,ti5
臄,Cược,kɯɤk8
臆,Ức,ɯk7
臉,Thiểm,t'iem3
臉,Liễm,liem4
臊,Tao,ta:w1
臨,Lâm,lɤm1
臨,Lấm,lɤm5
舊,Cựu,kɯw6
艱,Gian,ʑa:n1
薰,Huân,hwɤn1
薴,Trữ,tʂɯ4
薶,Mai,ma:j1
薸,Phiêu,fiew1
薹,Đài,da:j2
薺,Tề,te2
薻,Tảo,ta:w3
藁,Cảo,ka:w3
藂,Tùng,tuŋ2
藉,Tạ,ta:6
藉,Tịch,tiʧ8
藍,Lam,la:m1
藎,Tẫn,tɤn4
藏,Tàng,ta:ŋ2
藏,Tạng,ta:ŋ6
藐,Miểu,miew3
蘤,Hoa,hwa:1
虧,Khuy,xwi1
螫,Thích,t'iʧ7
螬,Tào,ta:w2
螮,Đế,de5
螳,Đường,dɯɤŋ2
螵,Phiêu,fiew1
螺,Loa,lwa:1
螻,Lâu,lɤw1
螽,Chung,tʂuŋ1
螿,Tương,tɯɤŋ1
蟀,Xuất,suɤt7
蟁,Văn,van1
蟄,Trập,tʂɤp8
蟈,Quắc,kwak7
蟊,Mâu,mɤw1
蟋,Tất,tɤt7
蟥,Hoàng,hwan:ŋ2
蠁,Hưởng,hɯɤŋ3
褻,Tiết,tiet7
襁,Cưỡng,kɯɤŋ4
襃,Bao,ba:w1
襄,Tương,tɯɤŋ1
襆,Bộc,bok8
襌,Đan,da:n1
襏,Bát,ba:t7
襖,Áo,a:w5
襚,Tùy,twi2
覬,Kí,ki5
覯,Cấu,kɤw5
觳,Hộc,hok8
觳,Giác,ʑa:k7
謄,Đằng,daŋ2
謅,Sưu,ʂɯw1
謇,Kiển,kien3
謋,Hoạch,hwa:ʧ8
謌,Ca,ka:1
謐,Mịch,miʧ8
謖,Tắc,tak7
謗,Báng,ba:ŋ5
謙,Khiêm,xiem1
講,Giảng,ʑa:ŋ3
謝,Tạ,ta:6
謠,Dao,za:w1
謨,Mô,mo1
謷,Ngao,ŋa:w1
谿,Khê,xe1
豁,Khoát,xwa:t7
豳,Bân,bɤn1
貔,Tì,ti2
賺,Trám,tʂa:m5
賻,Phụ,fu6
購,Cấu,kɤw5
賽,Tái,ta:j5
贅,Chuế,tʂwe5
赯,Đường,dɯɤŋ2
趨,Xu,su1
蹇,Kiển,kien3
蹈,Đạo,da:w6
蹊,Hề,he2
蹋,Đạp,da:p8
蹌,Thương,t'ɯɤŋ1
蹎,Điên,dien1
蹏,Đề,de2
蹐,Tích,tiʧ7
蹕,Tất,tɤt7
輾,Triển,tʂien3
輾,Niễn,nien4
輿,Dư,zɯ1
轂,Cốc,kok7
轄,Hạt,ha:t8
轅,Viên,vien1
邃,Thúy,t'wi5
邇,Nhĩ,ɲi4
邈,Mạc,ma:k8
醞,Uấn,wɤn5
醢,Hải,ha:j3
醨,Li,li1
鍇,Khải,xa:j3
鍊,Luyện,lwien6
鍍,Độ,do6
鍔,Ngạc,ŋa:k8
鍘,Trát,tʂa:t7
鍛,Đoán,dwa:n5
鍤,Tráp,tʂa:p7
鍥,Khiết,xiep7
鍪,Mâu,mɤw1
鍫,Thiêu,t'iew1
鍬,Thiêu,t'iew1
鍮,Thâu,t'ɤw1
鍰,Hoàn,hwa:n2
鍱,Diệp,ziep8
鍼,Châm,tʂɤm1
鍾,Chung,tʂuŋ1
鎚,Chùy,tʂwi2
鎡,Tư,tɯ1
鎪,Sưu,ʂɯw1
闃,Khuých,xwiʧ5
闇,Ám,a:m5
闈,Vi,vi1
闉,Nhân,ɲɤn1
闊,Khoát,xwa:t7
闋,Khuyết,xwiet7
闌,Lan,la:n1
隳,Huy,hwi1
隸,Lệ,le6
雖,Tuy,twi1
雘,Hoạch,hwa:ʧ8
霛,Linh,liɲ1
霜,Sương,ʂɯɤŋ1
霞,Hà,ha:2
鞚,Khống,koŋ5
鞞,Bỉ,bi3
鞠,Cúc,kuk7
鞬,Kiện,kien6
韓,Hàn,ha:n2
韔,Sướng,ʂɯɤŋ5
顆,Khỏa,xwa:3
顇,Tụy,twi6
餬,Hồ,ho2
餱,Hầu,hɤw2
餲,Ế,e5
餲,Ái,a:j5
餲,Át,a:t7
餳,Đường,dɯɤŋ2
餽,Quỹ,kwi4
餿,Sưu,ʂɯw1
馘,Quắc,kwak7
駸,Xâm,sɤm1
駿,Tuấn,twɤn5
騁,Sính,ʂiɲ5
騂,Tinh,tiɲ1
騃,Ngãi,ŋa:j4
髀,Bễ,be4
髁,Khỏa,xwa:3
髼,Bồng,boŋ2
鬴,Phũ,fu4
魊,Vực,vɯk8
魋,Đồi,doj2
魍,Võng,vɔŋ4
魎,Lượng,lɯɤŋ6
魏,Ngụy,ŋwi6
鮆,Tễ,te4
鮝,Tưởng,tɯɤŋ3
鮠,Ngôi,ŋoj1
鮪,Vị,vi6
鮫,Giao,ʑa:w1
鮭,Khuê,xwe1
鮮,Tiên,tien1
鮮,Tiển,tien3
鯈,Du,zu1
鴯,Nhi,ɲi1
鴰,Quát,kwa:t7
鴻,Hồng,hoŋ2
鴽,Như,ɲɯ1
鴿,Cáp,ka:p7
鵂,Hưu,hɯw1
麋,Mi,mi1
麰,Mâu,mɤw1
黏,Niêm,niem1
黛,Đại,da:j6
黜,Truất,tʂwɤt7
點,Điểm,diem3
黻,Phất,fɤt7
黿,Ngoan,ŋwa:n1
鼢,Phẫn,fɤn4
鼾,Han,ha:n1
齋,Trai,tʂa:j1
齔,Sấn,ʂɤn5
龌,Ác,a:k7
龜,Quy,kwi1
龠,Dược,zɯɤk8
儱,Lung,luŋ1
叢,Tùng,tuŋ2
嚚,Ngân,ŋɤn1
壘,Lũy,lwi4
屩,Cược,kɯɤk8
懕,Yêm,iem1
懟,Đỗi,doj4
懣,Muộn,muon6
懵,Mộng,moŋ6
戳,Trạc,tʂa:k8
擥,Lãm,la:m4
擪,Áp,a:p7
擷,Hiệt,hiet8
擺,Bãi,ba:j4
擻,Tẩu,tɤw3
擾,Nhiễu,ɲiew4
攄,Sư,ʂɯ1
斷,Đoạn,dwa:n6
斷,Đoán,dwa:n5
旛,Phan,fa:n1
曛,Huân,hwɤn1
曜,Diệu,ziew6
曠,Khoáng,xwa:ŋ5
檮,Đào,da:w2
檯,Đài,da:j2
檳,Tân,tɤn1
檸,Ninh,niɲ1
檻,Hạm,ha:m6
檿,Yểm,iem3
櫂,Trạo,tʂa:w6
櫃,Quỹ,kwi4
櫚,Lư,lɯ1
歸,Quy,kwi1
殯,Tấn,tɤn5
濺,Tiên,tien1
濺,Tiễn,tien4
濼,Lạc,la:k8
濼,Bạc,ba:k8
瀆,Độc,dok8
瀉,Tả,ta:3
瀋,Thẩm,t'ɤm3
瀍,Triền,tʂien2
瀏,Lưu,lɯw1
瀑,Bộc,bok8
瀦,Trư,tʂɯ1
燹,Tiển,tien3
燻,Huân,hwɤn1
燼,Tẫn,tɤn4
燾,Đảo,da:w3
燿,Diệu,ziew6
爇,Nhiệt,ɲiet8
爌,Hoảng,hwan:ŋ3
獵,Liệp,liep8
璧,Bích,biʧ7
璿,Tuyền,twien2
瓊,Quỳnh,kwiɲ2
甖,Anh,a:ɲ1
癖,Phích,fiʧ7
癗,Lũy,lwi4
癤,Tiết,tiet7
皦,Kiểu,kiew3
盬,Cổ,ko3
瞻,Chiêm,tʂiem1
瞼,Kiểm,kiem3
瞽,Cổ,ko3
瞿,Cù,ku2
瞿,Cụ,ku6
矇,Mông,moŋ1
礎,Sở,ʂɤ:3
礜,Dự,zɯ6
禰,Nỉ,ni3
禱,Đảo,da:w3
穠,Nùng,nuŋ2
穡,Sắc,ʂak7
穢,Uế,we5
穫,Hoạch,hwa:ʧ8
竄,Thoán,t'wa:n5
竅,Khiếu,xiew5
簞,Đan,da:n1
簟,Điệm,diem6
簠,Phủ,fu3
簡,Giản,ʑa:n3
簣,Quỹ,kwi4
簦,Đăng,daŋ1
簨,Tuẩn,twɤn3
簩,Lao,la:w1
簪,Trâm,tʂɤm1
糤,Tản,ta:n3
糧,Lương,lɯɤŋ1
繐,Huệ,hwe6
繒,Tăng,taŋ1
織,Chức,tʂɯk7
繕,Thiện,t'ien6
繖,Tản,ta:n3
繙,Phiên,fien1
繚,Liễu,liew4
繞,Nhiễu,ɲiew4
繢,Hội,hoj6
繣,Hoạch,hwa:ʧ8
繭,Kiển,kien3
罇,Tôn,ton1
羃,Mạc,ma:k8
羵,Phần,fɤn2
翹,Kiều,kiew2
翻,Phiên,fien1
聵,Hội,hoj6
聶,Niếp,niep7
職,Chức,tʂɯk7
臍,Tề,te2
臏,Tẫn,tɤn4
臑,Nhu,ɲu1
藕,Ngẫu,ŋɤw4
藜,Lê,le1
藝,Nghệ,ŋe6
藟,Lũy,lwi4
藤,Đằng,daŋ2
藥,Dược,zɯɤk8
藩,Phiên,fien1
藩,Phan,fa:n1
藪,Tẩu,tɤw3
藭,Cùng,kuŋ2
藳,Cảo,ka:w3
藷,Thự,t'ɯ6
蟛,Bành,ba:ɲ2
蟜,Kiểu,kiew3
蟠,Phiền,fien2
蟠,Bàn,ba:n2
蟢,Hỉ,hi3
蟣,Kì,ki2
蟣,Kỉ,ki3
蟪,Huệ,hwe6
蟫,Đàm,da:m2
蟬,Thiền,t'ien2
蟯,Nhiêu,ɲiew1
蟲,Trùng,tʂuŋ2
蠆,Sái,ʂa:j5
襛,Nùng,nuŋ2
襜,Xiêm,siem1
襟,Khâm,xɤm1
襠,Đang,da:ŋ1
襢,Đản,da:n3
覆,Phú,fu5
覆,Phúc,fuk7
覰,Thứ,t'ɯ5
覲,Cận,kɤn6
觴,Thương,t'ɯɤŋ1
觵,Quang,kwa:ŋ1
謦,Khánh,xa:ɲ5
謫,Trích,tʂiʧ7
謬,Mậu,mɤw6
謳,Âu,ɤw1
謹,Cẩn,kɤn3
謻,Di,zi1
謼,Hô,ho1
謾,Man,ma:n1
謾,Mạn,ma:n6
譁,Hoa,hwa:1
豐,Phong,fɔŋ1
賾,Trách,tʂa:ʧ7
贄,Chí,tʂi5
蹙,Túc,tuk7
蹜,Súc,ʂuk7
蹟,Tích,tiʧ7
蹠,Chích,tʂiʧ7
蹡,Thương,t'ɯɤŋ1
蹢,Trịch,tʂiʧ8
蹢,Đích,diʧ7
蹣,Bàn,ba:n2
蹣,Man,ma:n1
蹤,Tung,tuŋ1
蹩,Biệt,biet8
躇,Trừ,tʂɯ2
軀,Khu,xu1
轆,Lộc,lok8
轇,Giao,ʑa:w1
轉,Chuyển,tʂwien3
轉,Chuyến,tʂwien5
轊,Duệ,zwe6
邊,Biên,bien1
邋,Lạp,la:p8
醪,Lao,la:w1
醫,Y,i1
醬,Tương,tɯɤŋ1
釐,Li,li1
鎊,Bàng,ba:ŋ2
鎋,Hạt,ha:t8
鎌,Liêm,liem1
鎔,Dung,zuŋ1
鎖,Tỏa,twa:3
鎗,Thương,t'ɯɤŋ1
鎛,Bác,ba:k7
鎞,Bề,be2
鎧,Khải,xa:j3
鎩,Sát,ʂa:t7
鎬,Cảo,ka:w3
鎮,Trấn,tʂɤn5
鎰,Dật,zɤt8
鏈,Liên,lien1
鏊,Ngao,ŋa:w1
闐,Điền,dien2
闑,Niết,niet7
闒,Tháp,t'a:p7
闓,Khải,xa:j3
闔,Hạp,ha:p8
闕,Khuyết,xwiet7
闖,Sấm,ʂɤm5
隴,Lũng,luŋ4
雙,Song,ʂɔŋ1
雛,Sồ,ʂo2
雜,Tạp,ta:p8
雝,Ung,uŋ1
雞,Kê,ke1
雠,Thù,t'u2
離,Li,li1
霢,Mạch,ma:ʧ8
霤,Lựu,lɯw6
霧,Vụ,vu6
鞦,Thu,t'u1
鞧,Thu,t'u1
鞨,Hạt,ha:t8
鞫,Cúc,kuk7
鞭,Tiên,tien1
韘,Thiếp,t'iep7
韙,Vĩ,vi4
韞,Uẩn,wɤn3
顋,Tai,ta:j1
題,Đề,de2
額,Ngạch,ŋa:ʧ8
顎,Ngạc,ŋa:k8
顏,Nhan,ɲa:n1
顒,Ngung,ŋuŋ1
顓,Chuyên,tʂwien1
颸,Ti,ti1
颺,Dương,zɯɤŋ1
颼,Sưu,ʂɯw1
餮,Thiết,t'iet7
餺,Bác,ba:k7
餻,Cao,ka:w1
餼,Hí,hi1
餾,Lựu,lɯw6
饁,Diệp,ziep8
馥,Phức,fɯk7
騅,Chuy,tʂwi1
騎,Kị,ki6
騏,Kì,ki2
騑,Phi,fi1
騧,Qua,qwa:1
鬃,Tông,toŋ1
鬄,Thế,t'e5
鬆,Tông,toŋ1
鬈,Quyền,kwien2
鬩,Huých,hwiʧ5
鬵,Tẩm,tɤm3
鮹,Sao,ʂa:w1
鮿,Triếp,tʂiep7
鯀,Cổn,kon3
鯁,Ngạnh,ŋa:ɲ6
鯉,Lí,li5
鯊,Sa,ʂa:1
鯽,Tức,tɯk7
鵑,Quyên,kwien1
鵒,Dục,zuk8
鵓,Bột,bot8
鵜,Đề,de2
鵝,Nga,ŋa:1
鵠,Hộc,hok8
鵠,Cốc,kok7
麌,Ngu,ŋu1
黝,Ửu,ɯw3
黟,Y,i1
黠,Hiệt,hiet8
鼂,Trào,tʂa:w2
鼕,Đông,doŋ1
鼧,Đà,da:2
鼪,Sinh,ʂiɲ1
鼫,Thạch,t'a:ʧ8
鼬,Dứu,zɯw5
齁,Hầu,hɤw2
齌,Tễ,te4
齕,Hột,hot8
勷,Nhương,ɲɯɤŋ1
勸,Khuyến,xwien5
厴,Áp,a:p7
嚥,Yến,ien5
嚨,Lung,luŋ1
嚬,Tần,tɤn2
嚴,Nghiêm,ŋiem1
壚,Lư,lɯ1
壜,Đàm,da:m2
壞,Hoại,hwa:j6
壟,Lũng,luŋ4
嬾,Lãn,la:n4
嬿,Yến,ien5
孼,Nghiệt,ŋiet8
孽,Nghiệt,ŋiet8
寵,Sủng,ʂuŋ3
幰,Hiển,hien3
廬,Lư,lɯ1
懲,Trừng,tʂɯŋ2
懶,Lãn,la:n4
懷,Hoài,hwa:j2
攀,Phan,fa:n1
攈,Quấn,kwɤn5
攏,Long,lɔŋ1
旜,Chiên,tʂien1
旝,Quái,kwa:j5
旟,Dư,zɯ1
曝,Bộc,bok8
櫌,Ưu,ɯw1
櫍,Chất,tʂɤt7
櫓,Lỗ,lo4
櫜,Cao,ka:w1
